intézmény megyéje;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. rész;II. rész;írásbeli pontszám;az elméleti kérdések összesen;a 3 feladat összesen;matematikai kommunikáció;szóbeli pontszám
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;angol;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;előrehozott;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;13;szakközép;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;13;23;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;13;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;26;10;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;spanyol;2;36;36;megjelent;19;17;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;11;25;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Borsod-Abaúj-Zemplén;13;-;nő;ismétlő;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;13;23;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Somogy;13;szakközép;nő;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Somogy;13;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Somogy;13;szakközép;férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Somogy;13;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;24;12;36;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;24;12;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;13;23;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;11;25;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Szabolcs-Szatmár-Bereg;8;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Szabolcs-Szatmár-Bereg;8;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Szabolcs-Szatmár-Bereg;13;szakközép;nő;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;13;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;21;15;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;12;24;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;20;16;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;14;22;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;2;36;36;megjelent;19;17;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;24;12;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;22;14;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;15;21;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;16;20;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;18;18;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;2;36;36;megjelent;17;19;36;-;-;-;-
